"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","32"
"Christianity","0"
"Hindu","27926"
"Islam","10967"
"Jainism","0"
"Kirat","0"
"Prakriti","5"
"Sikhism","0"
"Undefined","22"
"Total","38952"
