"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1283"
"Christianity","12"
"Hindu","14021"
"Islam","49"
"Jainism","0"
"Kirat","0"
"Prakriti","6"
"Sikhism","0"
"Undefined","9"
"Total","15381"
