"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","22"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","13"
"LP Gas","174"
"Not Sated about Fuel","3"
"OthersFuel","0"
"Wood/FireWood","3081"
"Total","3294"
