"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","20"
"Male","78"
"Chhantyal/Chhantel",""
"Female","35"
"Male","38"
"Chhetri",""
"Female","63"
"Male","74"
"Dalit Others",""
"Female","15"
"Male","17"
"Damai/Dholi",""
"Female","165"
"Male","139"
"Gurung",""
"Female","27"
"Male","30"
"Kami",""
"Female","270"
"Male","249"
"Limbu",""
"Female","4"
"Male","9"
"Magar",""
"Female","219"
"Male","275"
"Newar",""
"Female","10"
"Male","15"
"Others",""
"Female","18"
"Male","16"
"Rai",""
"Female","11"
"Male","18"
"Sarki",""
"Female","18"
"Male","18"
"Sherpa",""
"Female","10"
"Male","10"
"Tamang",""
"Female","15"
"Male","32"
"Thakali",""
"Female","506"
"Male","488"
