"Population by Single Year of Age","Number"
"0",""
"Female","31"
"Male","21"
"1",""
"Female","23"
"Male","14"
"10",""
"Female","44"
"Male","39"
"11",""
"Female","34"
"Male","43"
"12",""
"Female","30"
"Male","44"
"13",""
"Female","22"
"Male","37"
"14",""
"Female","42"
"Male","31"
"15",""
"Female","37"
"Male","44"
"16",""
"Female","27"
"Male","32"
"17",""
"Female","31"
"Male","29"
"18",""
"Female","30"
"Male","32"
"19",""
"Female","17"
"Male","17"
"2",""
"Female","21"
"Male","30"
"20",""
"Female","12"
"Male","23"
"21",""
"Female","18"
"Male","17"
"22",""
"Female","16"
"Male","31"
"23",""
"Female","25"
"Male","13"
"24",""
"Female","27"
"Male","18"
"25",""
"Female","33"
"Male","29"
"26",""
"Female","15"
"Male","33"
"27",""
"Female","18"
"Male","26"
"28",""
"Female","28"
"Male","30"
"29",""
"Female","17"
"Male","22"
"3",""
"Female","22"
"Male","23"
"30",""
"Female","28"
"Male","40"
"31",""
"Female","19"
"Male","29"
"32",""
"Female","27"
"Male","23"
"33",""
"Female","28"
"Male","20"
"34",""
"Female","14"
"Male","19"
"35",""
"Female","28"
"Male","39"
"36",""
"Female","26"
"Male","31"
"37",""
"Female","14"
"Male","16"
"38",""
"Female","26"
"Male","21"
"39",""
"Female","12"
"Male","21"
"4",""
"Female","35"
"Male","25"
"40",""
"Female","34"
"Male","42"
"41",""
"Female","11"
"Male","14"
"42",""
"Female","17"
"Male","31"
"43",""
"Female","6"
"Male","18"
"44",""
"Female","18"
"Male","17"
"45",""
"Female","20"
"Male","27"
"46",""
"Female","9"
"Male","14"
"47",""
"Female","9"
"Male","14"
"48",""
"Female","9"
"Male","18"
"49",""
"Female","9"
"Male","16"
"5",""
"Female","28"
"Male","30"
"50",""
"Female","27"
"Male","20"
"51",""
"Female","13"
"Male","16"
"52",""
"Female","12"
"Male","19"
"53",""
"Female","7"
"Male","8"
"54",""
"Female","5"
"Male","8"
"55",""
"Female","17"
"Male","18"
"56",""
"Female","11"
"Male","18"
"57",""
"Female","9"
"Male","8"
"58",""
"Female","8"
"Male","14"
"59",""
"Female","8"
"Male","9"
"6",""
"Female","27"
"Male","33"
"60",""
"Female","21"
"Male","21"
"61",""
"Female","10"
"Male","9"
"62",""
"Female","13"
"Male","9"
"63",""
"Female","6"
"Male","8"
"64",""
"Female","7"
"Male","4"
"65",""
"Female","9"
"Male","8"
"66",""
"Female","6"
"Male","9"
"67",""
"Female","5"
"Male","10"
"68",""
"Female","6"
"Male","10"
"69",""
"Female","8"
"Male","5"
"7",""
"Female","29"
"Male","38"
"70",""
"Female","23"
"Male","13"
"71",""
"Female","5"
"Male","7"
"72",""
"Female","2"
"Male","7"
"73",""
"Female","6"
"Male","7"
"74",""
"Female","4"
"Male","9"
"75",""
"Female","8"
"Male","5"
"76",""
"Female","5"
"Male","6"
"77",""
"Female","2"
"Male","1"
"78",""
"Female","6"
"Male","5"
"79",""
"Female","4"
"Male","2"
"8",""
"Female","25"
"Male","33"
"80",""
"Female","6"
"Male","3"
"81",""
"Female","3"
"Male","4"
"82",""
"Female","2"
"Male","3"
"83",""
"Female","4"
"Male","0"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","5"
"Male","5"
"9",""
"Female","28"
"Male","27"
