"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","594"
"Male","576"
"","1170"
"Chhetri",""
"Female","2125"
"Male","2134"
"","4259"
"Dalit Others",""
"Female","563"
"Male","552"
"","1115"
"Damai/Dholi",""
"Female","185"
"Male","195"
"","380"
"Kami",""
"Female","190"
"Male","207"
"","397"
"Kumal",""
"Female","73"
"Male","61"
"","134"
"Lohar",""
"Female","64"
"Male","61"
"","125"
"Others",""
"Female","15"
"Male","21"
"","36"
"Sanyasi/Dasnami",""
"Female","224"
"Male","221"
"","445"
"Sarki",""
"Female","108"
"Male","103"
"","211"
"Tamang",""
"Female","24"
"Male","18"
"","42"
"Terai Others",""
"Female","10"
"Male","7"
"","17"
"Thakuri",""
"Female","1948"
"Male","1959"
"","3907"
