"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","2"
"Christianity","7"
"Hindu","12250"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","0"
"Total","12260"
