"Population by Five Years Age Group","Number"
"0-4",""
"Female","851"
"Male","893"
"10-14",""
"Female","1028"
"Male","1075"
"15-19",""
"Female","838"
"Male","684"
"20-24",""
"Female","659"
"Male","346"
"25-29",""
"Female","564"
"Male","284"
"30-34",""
"Female","528"
"Male","296"
"35-39",""
"Female","509"
"Male","295"
"40-44",""
"Female","426"
"Male","324"
"45-49",""
"Female","330"
"Male","310"
"50-54",""
"Female","280"
"Male","279"
"55-59",""
"Female","261"
"Male","257"
"5-9",""
"Female","986"
"Male","1003"
"60-64",""
"Female","283"
"Male","238"
"65-69",""
"Female","217"
"Male","188"
"70-74",""
"Female","153"
"Male","124"
"75+",""
"Female","171"
"Male","158"
