"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","10"
"Male","52"
"","62"
"Gurung",""
"Female","30"
"Male","28"
"","58"
"Hindi",""
"Female","6"
"Male","38"
"","44"
"Magar",""
"Female","463"
"Male","397"
"","860"
"Nepali",""
"Female","11148"
"Male","9088"
"","20236"
"Newar",""
"Female","29"
"Male","24"
"","53"
"Not Reported",""
"Female","12"
"Male","7"
"","19"
"Others",""
"Female","21"
"Male","22"
"","43"
"Rai",""
"Female","9"
"Male","9"
"","18"
"Tamang",""
"Female","11"
"Male","31"
"","42"
"Tharu",""
"Female","7"
"Male","12"
"","19"
