"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","22"
"Cow Dung","3"
"Electricity Fuel","3"
"KeroseneFuel","18"
"LP Gas","873"
"Not Sated about Fuel","17"
"OthersFuel","2"
"Wood/FireWood","4623"
"Total","5561"
