"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","0"
"Electricity","0"
"Kerosene","14"
"LP Gas","172"
"Not stated","34"
"Others","0"
"Wood/Firewood","7249"
"Total","7477"
