"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","28"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","31"
"LP Gas","34"
"Not Sated about Fuel","28"
"OthersFuel","3"
"Wood/FireWood","3895"
"Total","4021"
