"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","32"
"Cow Dung","15"
"Electricity Fuel","11"
"KeroseneFuel","761"
"LP Gas","15594"
"Not Sated about Fuel","165"
"OthersFuel","80"
"Wood/FireWood","3874"
"Total","20532"
