"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","989"
"Christianity","126"
"Hindu","7220"
"Islam","0"
"Jainism","0"
"Kirat","5207"
"Prakriti","1"
"Sikhism","0"
"Undefined","48"
"Total","13591"
