"Population by Caste Ethinicity","Number"
"Bin",""
"Female","6"
"Male","9"
"","15"
"Brahman - Hill",""
"Female","984"
"Male","875"
"","1859"
"Chhetri",""
"Female","1148"
"Male","1007"
"","2155"
"Dalit Others",""
"Female","18"
"Male","19"
"","37"
"Damai/Dholi",""
"Female","178"
"Male","130"
"","308"
"Gharti/Bhujel",""
"Female","29"
"Male","13"
"","42"
"Gurung",""
"Female","290"
"Male","230"
"","520"
"Kami",""
"Female","363"
"Male","289"
"","652"
"Khawas",""
"Female","3"
"Male","11"
"","14"
"Limbu",""
"Female","2513"
"Male","2229"
"","4742"
"Newar",""
"Female","161"
"Male","143"
"","304"
"Others",""
"Female","12"
"Male","8"
"","20"
"Rai",""
"Female","885"
"Male","778"
"","1663"
"Sanyasi/Dasnami",""
"Female","12"
"Male","11"
"","23"
"Sarki",""
"Female","63"
"Male","37"
"","100"
"Sherpa",""
"Female","13"
"Male","9"
"","22"
"Sunuwar",""
"Female","314"
"Male","246"
"","560"
"Tamang",""
"Female","270"
"Male","213"
"","483"
"Teli",""
"Female","28"
"Male","31"
"","59"
"Yadav",""
"Female","6"
"Male","7"
"","13"
