"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","6"
"Male","6"
"Brahman - Hill",""
"Female","1385"
"Male","1018"
"Chhetri",""
"Female","4861"
"Male","3357"
"Damai/Dholi",""
"Female","360"
"Male","271"
"Gaine",""
"Female","22"
"Male","22"
"Gharti/Bhujel",""
"Female","325"
"Male","252"
"Gurung",""
"Female","105"
"Male","77"
"Kami",""
"Female","993"
"Male","759"
"Kumal",""
"Female","1854"
"Male","1561"
"Magar",""
"Female","732"
"Male","582"
"Musalman",""
"Female","5"
"Male","6"
"Newar",""
"Female","66"
"Male","53"
"Others",""
"Female","17"
"Male","10"
"Sanyasi/Dasnami",""
"Female","365"
"Male","254"
"Sarki",""
"Female","878"
"Male","637"
"Terai Others",""
"Female","15"
"Male","8"
"Thakuri",""
"Female","67"
"Male","35"
