"Population by Five Years Age Group","Number"
"0-4",""
"Female","1195"
"Male","1168"
"10-14",""
"Female","1644"
"Male","1479"
"15-19",""
"Female","1394"
"Male","941"
"20-24",""
"Female","1031"
"Male","381"
"25-29",""
"Female","814"
"Male","337"
"30-34",""
"Female","641"
"Male","307"
"35-39",""
"Female","646"
"Male","304"
"40-44",""
"Female","601"
"Male","305"
"45-49",""
"Female","565"
"Male","354"
"50-54",""
"Female","580"
"Male","446"
"55-59",""
"Female","414"
"Male","398"
"5-9",""
"Female","1369"
"Male","1381"
"60-64",""
"Female","392"
"Male","354"
"65-69",""
"Female","296"
"Male","282"
"70-74",""
"Female","190"
"Male","240"
"75+",""
"Female","284"
"Male","297"
