"Population by Religion","Number"
"Bahai","0"
"Bon","2"
"Buddism","423"
"Christianity","803"
"Hindu","24874"
"Islam","6714"
"Jainism","11"
"Kirat","539"
"Prakriti","1177"
"Sikhism","0"
"Undefined","79"
"Total","34622"
