"Population by Mother tongue","Number"
"Avadhi",""
"Female","2506"
"Male","2471"
"Bangla",""
"Female","23"
"Male","20"
"Bhojpuri",""
"Female","9399"
"Male","9344"
"Bhujel",""
"Female","8"
"Male","8"
"Gurung",""
"Female","263"
"Male","205"
"Hindi",""
"Female","55"
"Male","62"
"Magar",""
"Female","606"
"Male","579"
"Maithili",""
"Female","531"
"Male","558"
"Nepali",""
"Female","2712"
"Male","2425"
"Newar",""
"Female","67"
"Male","58"
"Others",""
"Female","20"
"Male","19"
"Santhali",""
"Female","8"
"Male","8"
"Tharu",""
"Female","679"
"Male","617"
"Urdu",""
"Female","465"
"Male","475"
