"Population by Single Year of Age","Number"
"0",""
"Female","277"
"Male","307"
"1",""
"Female","228"
"Male","251"
"10",""
"Female","522"
"Male","568"
"11",""
"Female","322"
"Male","344"
"12",""
"Female","494"
"Male","516"
"13",""
"Female","404"
"Male","418"
"14",""
"Female","454"
"Male","440"
"15",""
"Female","424"
"Male","481"
"16",""
"Female","469"
"Male","484"
"17",""
"Female","374"
"Male","384"
"18",""
"Female","437"
"Male","535"
"19",""
"Female","266"
"Male","269"
"2",""
"Female","304"
"Male","294"
"20",""
"Female","537"
"Male","392"
"21",""
"Female","193"
"Male","217"
"22",""
"Female","383"
"Male","337"
"23",""
"Female","321"
"Male","215"
"24",""
"Female","362"
"Male","264"
"25",""
"Female","439"
"Male","415"
"26",""
"Female","294"
"Male","213"
"27",""
"Female","227"
"Male","194"
"28",""
"Female","441"
"Male","320"
"29",""
"Female","142"
"Male","134"
"3",""
"Female","377"
"Male","365"
"30",""
"Female","483"
"Male","434"
"31",""
"Female","80"
"Male","106"
"32",""
"Female","291"
"Male","249"
"33",""
"Female","181"
"Male","113"
"34",""
"Female","174"
"Male","110"
"35",""
"Female","449"
"Male","448"
"36",""
"Female","144"
"Male","148"
"37",""
"Female","106"
"Male","82"
"38",""
"Female","302"
"Male","186"
"39",""
"Female","99"
"Male","79"
"4",""
"Female","354"
"Male","382"
"40",""
"Female","456"
"Male","463"
"41",""
"Female","59"
"Male","67"
"42",""
"Female","176"
"Male","178"
"43",""
"Female","151"
"Male","68"
"44",""
"Female","106"
"Male","69"
"45",""
"Female","358"
"Male","440"
"46",""
"Female","103"
"Male","105"
"47",""
"Female","84"
"Male","71"
"48",""
"Female","187"
"Male","145"
"49",""
"Female","57"
"Male","48"
"5",""
"Female","412"
"Male","473"
"50",""
"Female","332"
"Male","381"
"51",""
"Female","31"
"Male","61"
"52",""
"Female","92"
"Male","115"
"53",""
"Female","85"
"Male","57"
"54",""
"Female","66"
"Male","46"
"55",""
"Female","221"
"Male","276"
"56",""
"Female","62"
"Male","86"
"57",""
"Female","47"
"Male","53"
"58",""
"Female","106"
"Male","81"
"59",""
"Female","50"
"Male","35"
"6",""
"Female","436"
"Male","395"
"60",""
"Female","262"
"Male","285"
"61",""
"Female","31"
"Male","40"
"62",""
"Female","78"
"Male","59"
"63",""
"Female","48"
"Male","32"
"64",""
"Female","34"
"Male","33"
"65",""
"Female","145"
"Male","191"
"66",""
"Female","26"
"Male","31"
"67",""
"Female","27"
"Male","38"
"68",""
"Female","74"
"Male","65"
"69",""
"Female","20"
"Male","23"
"7",""
"Female","366"
"Male","377"
"70",""
"Female","143"
"Male","181"
"71",""
"Female","10"
"Male","17"
"72",""
"Female","23"
"Male","36"
"73",""
"Female","11"
"Male","20"
"74",""
"Female","6"
"Male","12"
"75",""
"Female","86"
"Male","77"
"76",""
"Female","5"
"Male","10"
"77",""
"Female","3"
"Male","9"
"78",""
"Female","17"
"Male","13"
"79",""
"Female","4"
"Male","8"
"8",""
"Female","476"
"Male","499"
"80",""
"Female","52"
"Male","61"
"81",""
"Female","3"
"Male","3"
"82",""
"Female","5"
"Male","3"
"83",""
"Female","2"
"Male","2"
"84",""
"Female","8"
"Male","4"
"85",""
"Female","41"
"Male","40"
"9",""
"Female","315"
"Male","298"
