"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","78"
"Cow Dung","2584"
"Electricity","0"
"Kerosene","76"
"LP Gas","1505"
"Not stated","24"
"Others","31"
"Wood/Firewood","1489"
"Total","5787"
