"Population by Five Years Age Group","Number"
"0-4",""
"Female","2112"
"Male","2093"
"10-14",""
"Female","2033"
"Male","2092"
"15-19",""
"Female","1137"
"Male","1471"
"20-24",""
"Female","1252"
"Male","1226"
"25-29",""
"Female","1234"
"Male","1286"
"30-34",""
"Female","1163"
"Male","1082"
"35-39",""
"Female","985"
"Male","1091"
"40-44",""
"Female","810"
"Male","872"
"45-49",""
"Female","650"
"Male","737"
"50-54",""
"Female","534"
"Male","571"
"55-59",""
"Female","430"
"Male","524"
"5-9",""
"Female","2471"
"Male","2529"
"60-64",""
"Female","369"
"Male","440"
"65-69",""
"Female","339"
"Male","341"
"70-74",""
"Female","198"
"Male","278"
"75+",""
"Female","131"
"Male","193"
