"Population by Mother tongue","Number"
"Bajjika",""
"Female","121"
"Male","106"
"","227"
"Bhojpuri",""
"Female","1"
"Male","13"
"","14"
"Ghale",""
"Female","140"
"Male","99"
"","239"
"Gurung",""
"Female","2813"
"Male","2299"
"","5112"
"Magar",""
"Female","45"
"Male","31"
"","76"
"Nepali",""
"Female","9529"
"Male","7551"
"","17080"
"Newar",""
"Female","164"
"Male","150"
"","314"
"Others",""
"Female","16"
"Male","18"
"","34"
"Rai",""
"Female","12"
"Male","8"
"","20"
"Tamang",""
"Female","392"
"Male","350"
"","742"
"Urdu",""
"Female","12"
"Male","14"
"","26"
