"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1288"
"Male","1076"
"","2364"
"Brahmu/ Baramo",""
"Female","1112"
"Male","890"
"","2002"
"Chhetri",""
"Female","2010"
"Male","1562"
"","3572"
"Damai/Dholi",""
"Female","304"
"Male","257"
"","561"
"Darai",""
"Female","65"
"Male","48"
"","113"
"Ghale",""
"Female","438"
"Male","358"
"","796"
"Gharti/Bhujel",""
"Female","21"
"Male","20"
"","41"
"Gurung",""
"Female","4158"
"Male","3317"
"","7475"
"Kami",""
"Female","827"
"Male","671"
"","1498"
"Magar",""
"Female","1061"
"Male","809"
"","1870"
"Majhi",""
"Female","26"
"Male","17"
"","43"
"Musalman",""
"Female","52"
"Male","46"
"","98"
"Newar",""
"Female","658"
"Male","548"
"","1206"
"Others",""
"Female","28"
"Male","38"
"","66"
"Rai",""
"Female","16"
"Male","8"
"","24"
"Sanyasi/Dasnami",""
"Female","26"
"Male","23"
"","49"
"Sarki",""
"Female","739"
"Male","578"
"","1317"
"Tamang",""
"Female","411"
"Male","365"
"","776"
"Thakuri",""
"Female","5"
"Male","8"
"","13"
