"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","111"
"Cow Dung","3"
"Electricity Fuel","1"
"KeroseneFuel","43"
"LP Gas","536"
"Not Sated about Fuel","14"
"OthersFuel","3"
"Wood/FireWood","4903"
"Total","5614"
