"Population by Mother tongue","Number"
"Avadhi",""
"Female","64"
"Male","63"
"Bhojpuri",""
"Female","28"
"Male","25"
"Doteli",""
"Female","11"
"Male","7"
"Gurung",""
"Female","63"
"Male","59"
"Hindi",""
"Female","433"
"Male","458"
"Magar",""
"Female","91"
"Male","98"
"Maithili",""
"Female","172"
"Male","161"
"Nepali",""
"Female","5879"
"Male","5156"
"Newar",""
"Female","26"
"Male","27"
"Others",""
"Female","28"
"Male","22"
"Sign Language",""
"Female","6"
"Male","6"
"Sonaha",""
"Female","121"
"Male","108"
"Tharu",""
"Female","23658"
"Male","22666"
"Urdu",""
"Female","52"
"Male","65"
