"Population by Five Years Age Group","Number"
"0-4",""
"Female","2418"
"Male","2397"
"10-14",""
"Female","3923"
"Male","3942"
"15-19",""
"Female","4104"
"Male","3716"
"20-24",""
"Female","3361"
"Male","2709"
"25-29",""
"Female","2818"
"Male","2621"
"30-34",""
"Female","2130"
"Male","2008"
"35-39",""
"Female","1898"
"Male","1812"
"40-44",""
"Female","1822"
"Male","1668"
"45-49",""
"Female","1390"
"Male","1406"
"50-54",""
"Female","999"
"Male","967"
"55-59",""
"Female","884"
"Male","838"
"5-9",""
"Female","2885"
"Male","3108"
"60-64",""
"Female","792"
"Male","664"
"65-69",""
"Female","598"
"Male","615"
"70-74",""
"Female","356"
"Male","382"
"75+",""
"Female","274"
"Male","313"
