"Population by Single Year of Age","Number"
"0",""
"Female","485"
"Male","486"
"1",""
"Female","378"
"Male","372"
"10",""
"Female","819"
"Male","789"
"11",""
"Female","577"
"Male","613"
"12",""
"Female","872"
"Male","930"
"13",""
"Female","747"
"Male","711"
"14",""
"Female","908"
"Male","899"
"15",""
"Female","809"
"Male","745"
"16",""
"Female","1034"
"Male","885"
"17",""
"Female","724"
"Male","681"
"18",""
"Female","1001"
"Male","923"
"19",""
"Female","536"
"Male","482"
"2",""
"Female","468"
"Male","484"
"20",""
"Female","980"
"Male","702"
"21",""
"Female","507"
"Male","442"
"22",""
"Female","756"
"Male","675"
"23",""
"Female","573"
"Male","412"
"24",""
"Female","545"
"Male","478"
"25",""
"Female","764"
"Male","665"
"26",""
"Female","597"
"Male","467"
"27",""
"Female","504"
"Male","481"
"28",""
"Female","646"
"Male","673"
"29",""
"Female","307"
"Male","335"
"3",""
"Female","529"
"Male","528"
"30",""
"Female","770"
"Male","701"
"31",""
"Female","246"
"Male","258"
"32",""
"Female","467"
"Male","497"
"33",""
"Female","322"
"Male","259"
"34",""
"Female","325"
"Male","293"
"35",""
"Female","705"
"Male","666"
"36",""
"Female","322"
"Male","348"
"37",""
"Female","221"
"Male","241"
"38",""
"Female","428"
"Male","392"
"39",""
"Female","222"
"Male","165"
"4",""
"Female","558"
"Male","527"
"40",""
"Female","754"
"Male","704"
"41",""
"Female","194"
"Male","204"
"42",""
"Female","338"
"Male","332"
"43",""
"Female","284"
"Male","226"
"44",""
"Female","252"
"Male","202"
"45",""
"Female","566"
"Male","614"
"46",""
"Female","213"
"Male","235"
"47",""
"Female","160"
"Male","143"
"48",""
"Female","294"
"Male","286"
"49",""
"Female","157"
"Male","128"
"5",""
"Female","577"
"Male","592"
"50",""
"Female","466"
"Male","453"
"51",""
"Female","108"
"Male","134"
"52",""
"Female","168"
"Male","189"
"53",""
"Female","135"
"Male","89"
"54",""
"Female","122"
"Male","102"
"55",""
"Female","341"
"Male","383"
"56",""
"Female","136"
"Male","110"
"57",""
"Female","103"
"Male","105"
"58",""
"Female","180"
"Male","159"
"59",""
"Female","124"
"Male","81"
"6",""
"Female","583"
"Male","625"
"60",""
"Female","409"
"Male","328"
"61",""
"Female","77"
"Male","90"
"62",""
"Female","122"
"Male","103"
"63",""
"Female","91"
"Male","65"
"64",""
"Female","93"
"Male","78"
"65",""
"Female","296"
"Male","288"
"66",""
"Female","81"
"Male","84"
"67",""
"Female","68"
"Male","62"
"68",""
"Female","106"
"Male","134"
"69",""
"Female","47"
"Male","47"
"7",""
"Female","548"
"Male","661"
"70",""
"Female","188"
"Male","171"
"71",""
"Female","45"
"Male","56"
"72",""
"Female","64"
"Male","78"
"73",""
"Female","31"
"Male","47"
"74",""
"Female","28"
"Male","30"
"75",""
"Female","93"
"Male","95"
"76",""
"Female","23"
"Male","35"
"77",""
"Female","22"
"Male","26"
"78",""
"Female","22"
"Male","39"
"79",""
"Female","6"
"Male","16"
"8",""
"Female","669"
"Male","690"
"80",""
"Female","36"
"Male","30"
"81",""
"Female","5"
"Male","11"
"82",""
"Female","13"
"Male","13"
"83",""
"Female","4"
"Male","11"
"84",""
"Female","8"
"Male","6"
"85",""
"Female","42"
"Male","31"
"9",""
"Female","508"
"Male","540"
