"Population by Five Years Age Group","Number"
"0-4",""
"Female","2286"
"Male","2216"
"10-14",""
"Female","3311"
"Male","3502"
"15-19",""
"Female","3082"
"Male","2697"
"20-24",""
"Female","2557"
"Male","1391"
"25-29",""
"Female","2135"
"Male","1106"
"30-34",""
"Female","1740"
"Male","1062"
"35-39",""
"Female","1540"
"Male","1088"
"40-44",""
"Female","1418"
"Male","1067"
"45-49",""
"Female","1147"
"Male","916"
"50-54",""
"Female","1115"
"Male","962"
"55-59",""
"Female","847"
"Male","816"
"5-9",""
"Female","2986"
"Male","3146"
"60-64",""
"Female","818"
"Male","714"
"65-69",""
"Female","571"
"Male","594"
"70-74",""
"Female","416"
"Male","417"
"75+",""
"Female","565"
"Male","522"
