"Population by Single Year of Age","Number"
"0",""
"Female","459"
"Male","439"
"1",""
"Female","394"
"Male","348"
"10",""
"Female","621"
"Male","700"
"11",""
"Female","592"
"Male","659"
"12",""
"Female","749"
"Male","773"
"13",""
"Female","643"
"Male","686"
"14",""
"Female","706"
"Male","684"
"15",""
"Female","710"
"Male","653"
"16",""
"Female","598"
"Male","611"
"17",""
"Female","641"
"Male","519"
"18",""
"Female","691"
"Male","585"
"19",""
"Female","442"
"Male","329"
"2",""
"Female","453"
"Male","485"
"20",""
"Female","582"
"Male","366"
"21",""
"Female","440"
"Male","245"
"22",""
"Female","597"
"Male","314"
"23",""
"Female","468"
"Male","249"
"24",""
"Female","470"
"Male","217"
"25",""
"Female","604"
"Male","275"
"26",""
"Female","414"
"Male","233"
"27",""
"Female","402"
"Male","197"
"28",""
"Female","457"
"Male","260"
"29",""
"Female","258"
"Male","141"
"3",""
"Female","465"
"Male","438"
"30",""
"Female","589"
"Male","348"
"31",""
"Female","262"
"Male","136"
"32",""
"Female","381"
"Male","235"
"33",""
"Female","253"
"Male","170"
"34",""
"Female","255"
"Male","173"
"35",""
"Female","545"
"Male","360"
"36",""
"Female","289"
"Male","215"
"37",""
"Female","225"
"Male","176"
"38",""
"Female","292"
"Male","199"
"39",""
"Female","189"
"Male","138"
"4",""
"Female","515"
"Male","506"
"40",""
"Female","548"
"Male","407"
"41",""
"Female","173"
"Male","161"
"42",""
"Female","289"
"Male","216"
"43",""
"Female","216"
"Male","155"
"44",""
"Female","192"
"Male","128"
"45",""
"Female","431"
"Male","307"
"46",""
"Female","172"
"Male","140"
"47",""
"Female","174"
"Male","124"
"48",""
"Female","234"
"Male","204"
"49",""
"Female","136"
"Male","141"
"5",""
"Female","600"
"Male","579"
"50",""
"Female","425"
"Male","337"
"51",""
"Female","168"
"Male","135"
"52",""
"Female","212"
"Male","193"
"53",""
"Female","182"
"Male","147"
"54",""
"Female","128"
"Male","150"
"55",""
"Female","286"
"Male","294"
"56",""
"Female","137"
"Male","156"
"57",""
"Female","131"
"Male","130"
"58",""
"Female","166"
"Male","149"
"59",""
"Female","127"
"Male","87"
"6",""
"Female","574"
"Male","593"
"60",""
"Female","366"
"Male","291"
"61",""
"Female","136"
"Male","115"
"62",""
"Female","127"
"Male","116"
"63",""
"Female","106"
"Male","106"
"64",""
"Female","83"
"Male","86"
"65",""
"Female","215"
"Male","188"
"66",""
"Female","89"
"Male","76"
"67",""
"Female","98"
"Male","121"
"68",""
"Female","118"
"Male","157"
"69",""
"Female","51"
"Male","52"
"7",""
"Female","646"
"Male","681"
"70",""
"Female","190"
"Male","162"
"71",""
"Female","49"
"Male","57"
"72",""
"Female","85"
"Male","81"
"73",""
"Female","56"
"Male","67"
"74",""
"Female","36"
"Male","50"
"75",""
"Female","102"
"Male","88"
"76",""
"Female","31"
"Male","46"
"77",""
"Female","58"
"Male","48"
"78",""
"Female","45"
"Male","65"
"79",""
"Female","30"
"Male","22"
"8",""
"Female","589"
"Male","650"
"80",""
"Female","74"
"Male","56"
"81",""
"Female","21"
"Male","13"
"82",""
"Female","24"
"Male","23"
"83",""
"Female","16"
"Male","20"
"84",""
"Female","28"
"Male","33"
"85",""
"Female","136"
"Male","108"
"9",""
"Female","577"
"Male","643"
