"Number of households by type of outer wall","Number"
"BambooWall","7125"
"Cement Bonded Bricks/Stone Wall","3807"
"Mud Bonded Bricks/Stone Wall","393"
"Not Stated about Wall","126"
"Other Type Wall","189"
"Unbaked Bricks","5"
"Wood/Planks","248"
"Total","11893"
