"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","68"
"Cow Dung","5783"
"Electricity Fuel","3"
"KeroseneFuel","173"
"LP Gas","2480"
"Not Sated about Fuel","71"
"OthersFuel","256"
"Wood/FireWood","3059"
"Total","11893"
