"Population by Mother tongue","Number"
"Avadhi",""
"Female","195"
"Male","198"
"","393"
"Bangla",""
"Female","71"
"Male","95"
"","166"
"Bantawa",""
"Female","48"
"Male","42"
"","90"
"Bhojpuri",""
"Female","900"
"Male","937"
"","1837"
"Chamling",""
"Female","25"
"Male","20"
"","45"
"Dhimal",""
"Female","8"
"Male","5"
"","13"
"Doteli",""
"Female","26"
"Male","20"
"","46"
"Gurung",""
"Female","12"
"Male","15"
"","27"
"Hindi",""
"Female","104"
"Male","165"
"","269"
"Limbu",""
"Female","31"
"Male","46"
"","77"
"Magar",""
"Female","216"
"Male","225"
"","441"
"Maithili",""
"Female","8439"
"Male","8888"
"","17327"
"Nepali",""
"Female","3538"
"Male","3434"
"","6972"
"Newar",""
"Female","194"
"Male","195"
"","389"
"Not Reported",""
"Female","116"
"Male","111"
"","227"
"Others",""
"Female","73"
"Male","75"
"","148"
"Rai",""
"Female","104"
"Male","100"
"","204"
"Rajbanshi",""
"Female","446"
"Male","461"
"","907"
"Rajsthani",""
"Female","128"
"Male","149"
"","277"
"Sunuwar",""
"Female","6"
"Male","8"
"","14"
"Tamang",""
"Female","118"
"Male","119"
"","237"
"Tharu",""
"Female","6953"
"Male","6714"
"","13667"
"Thulung",""
"Female","12"
"Male","5"
"","17"
"Uranw/Urau",""
"Female","2063"
"Male","1913"
"","3976"
"Urdu",""
"Female","4283"
"Male","4167"
"","8450"
