"Population by Religion","Number"
"Bahai","6"
"Bon","0"
"Buddism","516"
"Christianity","383"
"Hindu","44795"
"Islam","9582"
"Jainism","17"
"Kirat","335"
"Prakriti","734"
"Sikhism","7"
"Undefined","198"
"Total","56573"
