"Population by Mother tongue","Number"
"Bajjika",""
"Female","3147"
"Male","3240"
"","6387"
"Bhojpuri",""
"Female","80"
"Male","111"
"","191"
"Bhujel",""
"Female","13"
"Male","10"
"","23"
"Danuwar",""
"Female","11"
"Male","6"
"","17"
"Hayu/Vayu",""
"Female","17"
"Male","8"
"","25"
"Hindi",""
"Female","63"
"Male","122"
"","185"
"Limbu",""
"Female","19"
"Male","21"
"","40"
"Magar",""
"Female","998"
"Male","980"
"","1978"
"Maithili",""
"Female","2997"
"Male","3032"
"","6029"
"Majhi",""
"Female","27"
"Male","30"
"","57"
"Nepali",""
"Female","13718"
"Male","12221"
"","25939"
"Newar",""
"Female","457"
"Male","470"
"","927"
"Not Reported",""
"Female","99"
"Male","86"
"","185"
"Others",""
"Female","35"
"Male","34"
"","69"
"Rai",""
"Female","38"
"Male","35"
"","73"
"Sherpa",""
"Female","16"
"Male","17"
"","33"
"Sunuwar",""
"Female","77"
"Male","81"
"","158"
"Tamang",""
"Female","7113"
"Male","6699"
"","13812"
"Thami",""
"Female","68"
"Male","59"
"","127"
"Tharu",""
"Female","1414"
"Male","1331"
"","2745"
"Urdu",""
"Female","193"
"Male","202"
"","395"
