"Number of households by type of outer wall","Number"
"BambooWall","6463"
"Cement Bonded Bricks/Stone Wall","3251"
"Mud Bonded Bricks/Stone Wall","393"
"Not Stated about Wall","95"
"Other Type Wall","24"
"Unbaked Bricks","9"
"Wood/Planks","2003"
"Total","12238"
