"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","656"
"Cow Dung","170"
"Electricity Fuel","0"
"KeroseneFuel","77"
"LP Gas","1401"
"Not Sated about Fuel","84"
"OthersFuel","6"
"Wood/FireWood","9844"
"Total","12238"
