"Population by Caste Ethinicity","Number"
"Badi",""
"Female","378"
"Male","335"
"","713"
"Brahman - Hill",""
"Female","402"
"Male","318"
"","720"
"Chhetri",""
"Female","6073"
"Male","5516"
"","11589"
"Dalit Others",""
"Female","260"
"Male","244"
"","504"
"Damai/Dholi",""
"Female","270"
"Male","202"
"","472"
"Kami",""
"Female","1059"
"Male","990"
"","2049"
"Limbu",""
"Female","116"
"Male","78"
"","194"
"Others",""
"Female","6"
"Male","5"
"","11"
"Sanyasi/Dasnami",""
"Female","287"
"Male","235"
"","522"
"Sarki",""
"Female","627"
"Male","520"
"","1147"
"Thakuri",""
"Female","254"
"Male","188"
"","442"
