"Number of households by type of outer wall","Number"
"BambooWall","8725"
"Cement Bonded Bricks/Stone Wall","2231"
"Mud Bonded Bricks/Stone Wall","238"
"Not Stated about Wall","95"
"Other Type Wall","4"
"Unbaked Bricks","7"
"Wood/Planks","593"
"Total","11893"
