"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","52"
"Cow Dung","1275"
"Electricity Fuel","6"
"KeroseneFuel","115"
"LP Gas","181"
"Not Sated about Fuel","63"
"OthersFuel","139"
"Wood/FireWood","10062"
"Total","11893"
