"Population by Five Years Age Group","Number"
"0-4",""
"Female","819"
"Male","917"
"10-14",""
"Female","1539"
"Male","1530"
"15-19",""
"Female","1459"
"Male","1164"
"20-24",""
"Female","1100"
"Male","644"
"25-29",""
"Female","1005"
"Male","430"
"30-34",""
"Female","734"
"Male","454"
"35-39",""
"Female","688"
"Male","388"
"40-44",""
"Female","647"
"Male","336"
"45-49",""
"Female","601"
"Male","402"
"50-54",""
"Female","585"
"Male","419"
"55-59",""
"Female","508"
"Male","409"
"5-9",""
"Female","1237"
"Male","1203"
"60-64",""
"Female","455"
"Male","358"
"65-69",""
"Female","363"
"Male","287"
"70-74",""
"Female","220"
"Male","225"
"75+",""
"Female","386"
"Male","312"
