"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","62"
"Cow Dung","4"
"Electricity","82"
"Kerosene","8"
"LP Gas","209"
"Not stated","6"
"Others","0"
"Wood/Firewood","4601"
"Total","4972"
