"Population by Single Year of Age","Number"
"0",""
"Female","161"
"Male","166"
"1",""
"Female","137"
"Male","165"
"10",""
"Female","326"
"Male","320"
"11",""
"Female","277"
"Male","287"
"12",""
"Female","326"
"Male","318"
"13",""
"Female","298"
"Male","284"
"14",""
"Female","312"
"Male","321"
"15",""
"Female","312"
"Male","264"
"16",""
"Female","298"
"Male","249"
"17",""
"Female","285"
"Male","250"
"18",""
"Female","308"
"Male","250"
"19",""
"Female","256"
"Male","151"
"2",""
"Female","168"
"Male","184"
"20",""
"Female","266"
"Male","190"
"21",""
"Female","191"
"Male","133"
"22",""
"Female","250"
"Male","131"
"23",""
"Female","197"
"Male","92"
"24",""
"Female","196"
"Male","98"
"25",""
"Female","245"
"Male","112"
"26",""
"Female","195"
"Male","76"
"27",""
"Female","198"
"Male","92"
"28",""
"Female","213"
"Male","85"
"29",""
"Female","154"
"Male","65"
"3",""
"Female","174"
"Male","198"
"30",""
"Female","234"
"Male","134"
"31",""
"Female","94"
"Male","61"
"32",""
"Female","159"
"Male","96"
"33",""
"Female","133"
"Male","81"
"34",""
"Female","114"
"Male","82"
"35",""
"Female","225"
"Male","95"
"36",""
"Female","120"
"Male","75"
"37",""
"Female","122"
"Male","72"
"38",""
"Female","130"
"Male","77"
"39",""
"Female","91"
"Male","69"
"4",""
"Female","179"
"Male","204"
"40",""
"Female","238"
"Male","115"
"41",""
"Female","79"
"Male","56"
"42",""
"Female","138"
"Male","71"
"43",""
"Female","97"
"Male","45"
"44",""
"Female","95"
"Male","49"
"45",""
"Female","191"
"Male","100"
"46",""
"Female","80"
"Male","67"
"47",""
"Female","114"
"Male","73"
"48",""
"Female","112"
"Male","90"
"49",""
"Female","104"
"Male","72"
"5",""
"Female","243"
"Male","226"
"50",""
"Female","201"
"Male","154"
"51",""
"Female","112"
"Male","61"
"52",""
"Female","117"
"Male","80"
"53",""
"Female","91"
"Male","69"
"54",""
"Female","64"
"Male","55"
"55",""
"Female","153"
"Male","126"
"56",""
"Female","99"
"Male","66"
"57",""
"Female","94"
"Male","80"
"58",""
"Female","93"
"Male","72"
"59",""
"Female","69"
"Male","65"
"6",""
"Female","176"
"Male","194"
"60",""
"Female","148"
"Male","108"
"61",""
"Female","70"
"Male","61"
"62",""
"Female","105"
"Male","83"
"63",""
"Female","66"
"Male","57"
"64",""
"Female","66"
"Male","49"
"65",""
"Female","128"
"Male","82"
"66",""
"Female","43"
"Male","37"
"67",""
"Female","76"
"Male","76"
"68",""
"Female","69"
"Male","61"
"69",""
"Female","47"
"Male","31"
"7",""
"Female","270"
"Male","265"
"70",""
"Female","80"
"Male","69"
"71",""
"Female","34"
"Male","40"
"72",""
"Female","53"
"Male","44"
"73",""
"Female","26"
"Male","40"
"74",""
"Female","27"
"Male","32"
"75",""
"Female","61"
"Male","47"
"76",""
"Female","24"
"Male","29"
"77",""
"Female","34"
"Male","36"
"78",""
"Female","27"
"Male","43"
"79",""
"Female","18"
"Male","13"
"8",""
"Female","274"
"Male","271"
"80",""
"Female","46"
"Male","32"
"81",""
"Female","25"
"Male","16"
"82",""
"Female","24"
"Male","21"
"83",""
"Female","23"
"Male","13"
"84",""
"Female","20"
"Male","12"
"85",""
"Female","84"
"Male","50"
"9",""
"Female","274"
"Male","247"
