"Population by Mother tongue","Number"
"Bantawa",""
"Female","13"
"Male","21"
"Bhojpuri",""
"Female","84"
"Male","237"
"Chamling",""
"Female","21"
"Male","11"
"Danuwar",""
"Female","7"
"Male","20"
"Dhimal",""
"Female","8"
"Male","12"
"Doteli",""
"Female","19"
"Male","21"
"English",""
"Female","10"
"Male","19"
"Ghale",""
"Female","34"
"Male","28"
"Gurung",""
"Female","48"
"Male","38"
"Hindi",""
"Female","40"
"Male","95"
"Limbu",""
"Female","123"
"Male","105"
"Magar",""
"Female","173"
"Male","165"
"Maithili",""
"Female","251"
"Male","445"
"Majhi",""
"Female","5"
"Male","11"
"Nepali",""
"Female","25224"
"Male","24237"
"Newar",""
"Female","9468"
"Male","9529"
"Others",""
"Female","48"
"Male","55"
"Rai",""
"Female","149"
"Male","129"
"Sherpa",""
"Female","20"
"Male","22"
"Sunuwar",""
"Female","16"
"Male","15"
"Tamang",""
"Female","3740"
"Male","3549"
"Tharu",""
"Female","72"
"Male","117"
"Thulung",""
"Female","9"
"Male","8"
"Urdu",""
"Female","9"
"Male","10"
