"Population by Five Years Age Group","Number"
"0-4",""
"Female","2459"
"Male","2839"
"10-14",""
"Female","3836"
"Male","4194"
"15-19",""
"Female","4206"
"Male","4614"
"20-24",""
"Female","4886"
"Male","4153"
"25-29",""
"Female","4344"
"Male","3740"
"30-34",""
"Female","3711"
"Male","3278"
"35-39",""
"Female","3177"
"Male","3101"
"40-44",""
"Female","2519"
"Male","2702"
"45-49",""
"Female","1854"
"Male","1985"
"50-54",""
"Female","1511"
"Male","1544"
"55-59",""
"Female","1081"
"Male","1138"
"5-9",""
"Female","2999"
"Male","3229"
"60-64",""
"Female","1011"
"Male","866"
"65-69",""
"Female","774"
"Male","732"
"70-74",""
"Female","546"
"Male","484"
"75+",""
"Female","694"
"Male","638"
