"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","17362"
"Male","17958"
"Bhujel",""
"Female","60"
"Male","60"
"Doteli",""
"Female","18"
"Male","11"
"Gurung",""
"Female","13"
"Male","11"
"Magar",""
"Female","24"
"Male","20"
"Maithili",""
"Female","1466"
"Male","1576"
"Nepali",""
"Female","873"
"Male","781"
"Newar",""
"Female","37"
"Male","43"
"Not Reported",""
"Female","36"
"Male","36"
"Others",""
"Female","29"
"Male","14"
"Rai",""
"Female","11"
"Male","14"
"Rajbanshi",""
"Female","12"
"Male","15"
"Sherpa",""
"Female","21"
"Male","16"
"Tharu",""
"Female","2486"
"Male","2224"
"Urdu",""
"Female","6"
"Male","8"
