"Population by Five Years Age Group","Number"
"0-4",""
"Female","1152"
"Male","1204"
"10-14",""
"Female","2010"
"Male","2061"
"15-19",""
"Female","2041"
"Male","1996"
"20-24",""
"Female","1747"
"Male","1243"
"25-29",""
"Female","1505"
"Male","990"
"30-34",""
"Female","1182"
"Male","1016"
"35-39",""
"Female","1065"
"Male","850"
"40-44",""
"Female","1035"
"Male","930"
"45-49",""
"Female","889"
"Male","831"
"50-54",""
"Female","778"
"Male","820"
"55-59",""
"Female","588"
"Male","660"
"5-9",""
"Female","1768"
"Male","1799"
"60-64",""
"Female","455"
"Male","495"
"65-69",""
"Female","322"
"Male","358"
"70-74",""
"Female","220"
"Male","239"
"75+",""
"Female","329"
"Male","349"
