"Population by Mother tongue","Number"
"Bantawa",""
"Female","1994"
"Male","1780"
"Chamling",""
"Female","47"
"Male","44"
"Dumi",""
"Female","48"
"Male","38"
"Dungmali",""
"Female","21"
"Male","19"
"Gurung",""
"Female","264"
"Male","265"
"Khaling",""
"Female","16"
"Male","17"
"Kulung",""
"Female","170"
"Male","173"
"Limbu",""
"Female","2457"
"Male","2342"
"Magar",""
"Female","1495"
"Male","1332"
"Maithili",""
"Female","25"
"Male","20"
"Mewahang",""
"Female","26"
"Male","16"
"Nachhiring",""
"Female","45"
"Male","48"
"Nepali",""
"Female","7294"
"Male","6723"
"Newar",""
"Female","450"
"Male","459"
"Not Reported",""
"Female","39"
"Male","41"
"Others",""
"Female","70"
"Male","81"
"Rai",""
"Female","552"
"Male","522"
"Sam",""
"Female","72"
"Male","77"
"Sampang",""
"Female","207"
"Male","186"
"Sherpa",""
"Female","217"
"Male","243"
"Sunuwar",""
"Female","158"
"Male","147"
"Tamang",""
"Female","1183"
"Male","1032"
"Thulung",""
"Female","26"
"Male","28"
"Yakkha",""
"Female","6"
"Male","10"
"Yamphu/Yamphe",""
"Female","204"
"Male","198"
