"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","26"
"Cow Dung","3"
"Electricity","3"
"Kerosene","28"
"LP Gas","112"
"Not stated","35"
"Others","3"
"Wood/Firewood","6913"
"Total","7123"
