"Population by Mother tongue","Number"
"Avadhi",""
"Female","16"
"Male","20"
"Belhare",""
"Female","169"
"Male","163"
"Bhojpuri",""
"Female","44"
"Male","90"
"Chhantyal",""
"Female","51"
"Male","34"
"English",""
"Female","9"
"Male","6"
"Gurung",""
"Female","321"
"Male","261"
"Hindi",""
"Female","266"
"Male","341"
"Jumli",""
"Female","8"
"Male","9"
"Kham",""
"Female","5"
"Male","9"
"Limbu",""
"Female","8"
"Male","9"
"Magar",""
"Female","3263"
"Male","2777"
"Maithili",""
"Female","106"
"Male","168"
"Nepali",""
"Female","43911"
"Male","41629"
"Newar",""
"Female","230"
"Male","235"
"Others",""
"Female","13"
"Male","15"
"Rai",""
"Female","17"
"Male","12"
"Raji",""
"Female","27"
"Male","33"
"Sherpa",""
"Female","9"
"Male","5"
"Tamang",""
"Female","51"
"Male","49"
"Thakali",""
"Female","5"
"Male","6"
"Tharu",""
"Female","3044"
"Male","2748"
"Urdu",""
"Female","114"
"Male","152"
