"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","387"
"Cow Dung","29"
"Electricity","13"
"Kerosene","235"
"LP Gas","8703"
"Not stated","117"
"Others","37"
"Wood/Firewood","14189"
"Total","23710"
