"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","1831"
"Electricity","0"
"Kerosene","81"
"LP Gas","18"
"Not stated","81"
"Others","112"
"Wood/Firewood","3789"
"Total","5919"
