"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","12"
"Cow Dung","0"
"Electricity","0"
"Kerosene","57"
"LP Gas","22"
"Not stated","37"
"Others","0"
"Wood/Firewood","4548"
"Total","4676"
