"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","11"
"LP Gas","185"
"Not Sated about Fuel","11"
"OthersFuel","1"
"Wood/FireWood","1877"
"Total","2089"
