"Population by Religion","Number"
"Bahai","27"
"Bon","2908"
"Buddism","66266"
"Christianity","10538"
"Hindu","405141"
"Islam","4437"
"Jainism","17"
"Kirat","453"
"Prakriti","646"
"Sikhism","11"
"Undefined","1654"
"Total","492098"
