"Population by Single Year of Age","Number"
"0",""
"Female","1287"
"Male","1411"
"1",""
"Female","1119"
"Male","1306"
"10",""
"Female","1884"
"Male","1960"
"11",""
"Female","1769"
"Male","1792"
"12",""
"Female","2137"
"Male","2134"
"13",""
"Female","1958"
"Male","1894"
"14",""
"Female","1911"
"Male","1938"
"15",""
"Female","1944"
"Male","1832"
"16",""
"Female","2008"
"Male","1818"
"17",""
"Female","1884"
"Male","1748"
"18",""
"Female","1949"
"Male","1728"
"19",""
"Female","1550"
"Male","1166"
"2",""
"Female","1336"
"Male","1429"
"20",""
"Female","1528"
"Male","1037"
"21",""
"Female","1635"
"Male","887"
"22",""
"Female","1825"
"Male","924"
"23",""
"Female","1382"
"Male","694"
"24",""
"Female","1347"
"Male","667"
"25",""
"Female","1690"
"Male","760"
"26",""
"Female","1311"
"Male","638"
"27",""
"Female","1257"
"Male","610"
"28",""
"Female","1422"
"Male","745"
"29",""
"Female","818"
"Male","504"
"3",""
"Female","1322"
"Male","1377"
"30",""
"Female","1695"
"Male","854"
"31",""
"Female","688"
"Male","424"
"32",""
"Female","1110"
"Male","619"
"33",""
"Female","788"
"Male","468"
"34",""
"Female","730"
"Male","457"
"35",""
"Female","1669"
"Male","847"
"36",""
"Female","901"
"Male","511"
"37",""
"Female","736"
"Male","449"
"38",""
"Female","918"
"Male","551"
"39",""
"Female","646"
"Male","442"
"4",""
"Female","1476"
"Male","1472"
"40",""
"Female","1614"
"Male","897"
"41",""
"Female","651"
"Male","471"
"42",""
"Female","837"
"Male","582"
"43",""
"Female","628"
"Male","442"
"44",""
"Female","562"
"Male","386"
"45",""
"Female","1381"
"Male","786"
"46",""
"Female","682"
"Male","489"
"47",""
"Female","618"
"Male","425"
"48",""
"Female","795"
"Male","553"
"49",""
"Female","581"
"Male","406"
"5",""
"Female","1499"
"Male","1565"
"50",""
"Female","1286"
"Male","857"
"51",""
"Female","565"
"Male","469"
"52",""
"Female","698"
"Male","604"
"53",""
"Female","542"
"Male","457"
"54",""
"Female","503"
"Male","423"
"55",""
"Female","854"
"Male","688"
"56",""
"Female","623"
"Male","560"
"57",""
"Female","581"
"Male","526"
"58",""
"Female","550"
"Male","525"
"59",""
"Female","402"
"Male","374"
"6",""
"Female","1396"
"Male","1494"
"60",""
"Female","1067"
"Male","748"
"61",""
"Female","506"
"Male","427"
"62",""
"Female","593"
"Male","510"
"63",""
"Female","456"
"Male","387"
"64",""
"Female","386"
"Male","331"
"65",""
"Female","768"
"Male","616"
"66",""
"Female","374"
"Male","300"
"67",""
"Female","440"
"Male","407"
"68",""
"Female","475"
"Male","465"
"69",""
"Female","207"
"Male","242"
"7",""
"Female","1627"
"Male","1744"
"70",""
"Female","676"
"Male","513"
"71",""
"Female","226"
"Male","250"
"72",""
"Female","310"
"Male","391"
"73",""
"Female","218"
"Male","268"
"74",""
"Female","166"
"Male","182"
"75",""
"Female","405"
"Male","305"
"76",""
"Female","148"
"Male","185"
"77",""
"Female","183"
"Male","167"
"78",""
"Female","217"
"Male","244"
"79",""
"Female","146"
"Male","145"
"8",""
"Female","1657"
"Male","1777"
"80",""
"Female","217"
"Male","176"
"81",""
"Female","86"
"Male","106"
"82",""
"Female","104"
"Male","114"
"83",""
"Female","76"
"Male","108"
"84",""
"Female","113"
"Male","116"
"85",""
"Female","341"
"Male","360"
"9",""
"Female","1623"
"Male","1645"
