"Population by Five Years Age Group","Number"
"0-4",""
"Female","1629"
"Male","1683"
"10-14",""
"Female","2006"
"Male","2050"
"15-19",""
"Female","1812"
"Male","1606"
"20-24",""
"Female","1542"
"Male","1107"
"25-29",""
"Female","1472"
"Male","1110"
"30-34",""
"Female","1212"
"Male","1030"
"35-39",""
"Female","1211"
"Male","1035"
"40-44",""
"Female","948"
"Male","949"
"45-49",""
"Female","804"
"Male","835"
"50-54",""
"Female","649"
"Male","698"
"55-59",""
"Female","567"
"Male","577"
"5-9",""
"Female","1876"
"Male","1924"
"60-64",""
"Female","531"
"Male","523"
"65-69",""
"Female","341"
"Male","376"
"70-74",""
"Female","255"
"Male","254"
"75+",""
"Female","241"
"Male","232"
