"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","165"
"Cow Dung","3389"
"Electricity","3"
"Kerosene","109"
"LP Gas","323"
"Not stated","20"
"Others","548"
"Wood/Firewood","2583"
"Total","7140"
