"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","1638"
"Electricity Fuel","1"
"KeroseneFuel","19"
"LP Gas","27"
"Not Sated about Fuel","56"
"OthersFuel","5"
"Wood/FireWood","1287"
"Total","3042"
