"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4411"
"Christianity","83"
"Hindu","19235"
"Islam","61"
"Jainism","0"
"Kirat","2"
"Prakriti","1"
"Sikhism","0"
"Undefined","14"
"Total","23807"
