"Population by Mother tongue","Number"
"Bankariya",""
"Female","38"
"Male","24"
"Bhojpuri",""
"Female","35"
"Male","34"
"Chepang",""
"Female","1100"
"Male","1137"
"Gurung",""
"Female","55"
"Male","51"
"Hindi",""
"Female","4"
"Male","9"
"Magar",""
"Female","160"
"Male","152"
"Maithili",""
"Female","9"
"Male","18"
"Nepali",""
"Female","9554"
"Male","8726"
"Newar",""
"Female","189"
"Male","171"
"Others",""
"Female","35"
"Male","31"
"Rai",""
"Female","10"
"Male","14"
"Tamang",""
"Female","8680"
"Male","8143"
"Urdu",""
"Female","10"
"Male","10"
