"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","2"
"Not Sated about Fuel","8"
"OthersFuel","1"
"Wood/FireWood","3250"
"Total","3280"
