"Population by Caste Ethinicity","Number"
"Badi",""
"Female","66"
"Male","82"
"","148"
"Brahman - Hill",""
"Female","606"
"Male","558"
"","1164"
"Chhetri",""
"Female","5698"
"Male","5358"
"","11056"
"Damai/Dholi",""
"Female","218"
"Male","190"
"","408"
"Gurung",""
"Female","33"
"Male","35"
"","68"
"Kami",""
"Female","885"
"Male","810"
"","1695"
"Lohar",""
"Female","22"
"Male","17"
"","39"
"Magar",""
"Female","1413"
"Male","1276"
"","2689"
"Newar",""
"Female","47"
"Male","40"
"","87"
"Others",""
"Female","24"
"Male","16"
"","40"
"Rai",""
"Female","9"
"Male","10"
"","19"
"Rajput",""
"Female","17"
"Male","11"
"","28"
"Sanyasi/Dasnami",""
"Female","177"
"Male","163"
"","340"
"Sarki",""
"Female","221"
"Male","228"
"","449"
"Terai Others",""
"Female","5"
"Male","9"
"","14"
"Thakuri",""
"Female","138"
"Male","138"
"","276"
"Tharu",""
"Female","6"
"Male","5"
"","11"
