"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1996"
"Male","1914"
"","3910"
"Chhetri",""
"Female","1904"
"Male","1823"
"","3727"
"Damai/Dholi",""
"Female","147"
"Male","144"
"","291"
"Foreigner",""
"Female","12"
"Male","9"
"","21"
"Gharti/Bhujel",""
"Female","61"
"Male","48"
"","109"
"Gurung",""
"Female","193"
"Male","219"
"","412"
"Halwai",""
"Female","7"
"Male","8"
"","15"
"Hyolmo",""
"Female","253"
"Male","197"
"","450"
"Kami",""
"Female","440"
"Male","422"
"","862"
"Lepcha",""
"Female","76"
"Male","113"
"","189"
"Limbu",""
"Female","1447"
"Male","1342"
"","2789"
"Magar",""
"Female","329"
"Male","311"
"","640"
"Mali",""
"Female","11"
"Male","12"
"","23"
"Newar",""
"Female","264"
"Male","255"
"","519"
"Others",""
"Female","33"
"Male","45"
"","78"
"Rai",""
"Female","1732"
"Male","1784"
"","3516"
"Sanyasi/Dasnami",""
"Female","21"
"Male","15"
"","36"
"Sarki",""
"Female","76"
"Male","76"
"","152"
"Sherpa",""
"Female","433"
"Male","396"
"","829"
"Sunuwar",""
"Female","76"
"Male","73"
"","149"
"Tamang",""
"Female","576"
"Male","579"
"","1155"
"Thami",""
"Female","255"
"Male","282"
"","537"
"Tharu",""
"Female","9"
"Male","7"
"","16"
"Undefined Others",""
"Female","14"
"Male","18"
"","32"
"Yakkha",""
"Female","302"
"Male","285"
"","587"
